para_id,x,y,row,col,word,text_density,relative_text_density
0,380.0,272.0,0,0,  ,1,6.602839220864973e-05
0,420.0,272.0,0,1,  ,2,0.00013205678441729945
0,460.0,272.0,0,2,8,2,0.00013205678441729945
0,500.0,272.0,0,3,月,1,6.602839220864973e-05
0,540.0,272.0,0,4,22,1,6.602839220864973e-05
0,580.0,272.0,0,5,日,1,6.602839220864973e-05
0,620.0,272.0,0,6,，,0,0.0
0,660.0,272.0,0,7,据,1,6.602839220864973e-05
0,700.0,272.0,0,8,央,2,0.00013205678441729945
0,740.0,272.0,0,9,视,3,0.00019808517662594916
0,780.0,272.0,0,10,新,1,6.602839220864973e-05
0,820.0,272.0,0,11,闻,0,0.0
0,860.0,272.0,0,12,报,1,6.602839220864973e-05
0,900.0,272.0,0,13,道,0,0.0
0,940.0,272.0,0,14,，,1,6.602839220864973e-05
0,980.0,272.0,0,15,总,1,6.602839220864973e-05
0,1020.0,272.0,0,16,台,1,6.602839220864973e-05
0,1060.0,272.0,0,17,记,11,0.0007263123142951469
0,1100.0,272.0,0,18,者,1,6.602839220864973e-05
0,1140.0,272.0,0,19,目,0,0.0
0,1180.0,272.0,0,20,击,1,6.602839220864973e-05
0,1220.0,272.0,0,21,，,0,0.0
0,1260.0,272.0,0,22,天,1,6.602839220864973e-05
0,1300.0,272.0,0,23,津,1,6.602839220864973e-05
0,1340.0,272.0,0,24,市,13,0.0008583690987124463
0,1380.0,272.0,0,25,位,3,0.00019808517662594916
0,1420.0,272.0,0,26,于,4,0.0002641135688345989
0,1460.0,272.0,0,27,南,0,0.0
0,1500.0,272.0,0,28,开,0,0.0
0,1540.0,272.0,0,29,区,0,0.0
0,380.0,336.0,1,0,南,0,0.0
0,420.0,336.0,1,1,京,0,0.0
0,460.0,336.0,1,2,路,0,0.0
0,500.0,336.0,1,3,与,0,0.0
0,540.0,336.0,1,4,万,0,0.0
0,580.0,336.0,1,5,德,0,0.0
0,620.0,336.0,1,6,庄,0,0.0
0,660.0,336.0,1,7,南,0,0.0
0,700.0,336.0,1,8,北,0,0.0
0,740.0,336.0,1,9,街,0,0.0
0,780.0,336.0,1,10,交,0,0.0
0,820.0,336.0,1,11,口,4,0.0002641135688345989
0,860.0,336.0,1,12,处,5,0.0003301419610432486
0,900.0,336.0,1,13,的,5,0.0003301419610432486
0,940.0,336.0,1,14,一,4,0.0002641135688345989
0,980.0,336.0,1,15,栋,1,6.602839220864973e-05
0,1020.0,336.0,1,16,大,0,0.0
0,1060.0,336.0,1,17,厦,1,6.602839220864973e-05
0,1100.0,336.0,1,18,发,2,0.00013205678441729945
0,1140.0,336.0,1,19,生,2,0.00013205678441729945
0,1180.0,336.0,1,20,火,1,6.602839220864973e-05
0,1220.0,336.0,1,21,情,0,0.0
0,1260.0,336.0,1,22,，,1,6.602839220864973e-05
0,1300.0,336.0,1,23,目,2,0.00013205678441729945
0,1340.0,336.0,1,24,前,19,0.0012545394519643447
0,1380.0,336.0,1,25,从,0,0.0
0,1420.0,336.0,1,26,大,0,0.0
0,1460.0,336.0,1,27,楼,0,0.0
0,1500.0,336.0,1,28,的,0,0.0
0,1540.0,336.0,1,29,一,0,0.0
0,380.0,400.0,2,0,侧,0,0.0
0,420.0,400.0,2,1,外,0,0.0
0,460.0,400.0,2,2,立,0,0.0
0,500.0,400.0,2,3,面,0,0.0
0,540.0,400.0,2,4,到,3,0.00019808517662594916
0,580.0,400.0,2,5,顶,2,0.00013205678441729945
0,620.0,400.0,2,6,楼,2,0.00013205678441729945
0,660.0,400.0,2,7,均,0,0.0
0,700.0,400.0,2,8,可,2,0.00013205678441729945
0,740.0,400.0,2,9,见,1,6.602839220864973e-05
0,780.0,400.0,2,10,明,2,0.00013205678441729945
0,820.0,400.0,2,11,火,1,6.602839220864973e-05
0,860.0,400.0,2,12,，,1,6.602839220864973e-05
0,900.0,400.0,2,13,消,0,0.0
0,940.0,400.0,2,14,防,20,0.0013205678441729944
0,980.0,400.0,2,15,部,4,0.0002641135688345989
0,1020.0,400.0,2,16,门,8,0.0005282271376691978
0,1060.0,400.0,2,17,正,2,0.00013205678441729945
0,1100.0,400.0,2,18,在,3,0.00019808517662594916
0,1140.0,400.0,2,19,全,2,0.00013205678441729945
0,1180.0,400.0,2,20,力,3,0.00019808517662594916
0,1220.0,400.0,2,21,进,5,0.0003301419610432486
0,1260.0,400.0,2,22,行,2,0.00013205678441729945
0,1300.0,400.0,2,23,灭,1,6.602839220864973e-05
0,1340.0,400.0,2,24,火,3,0.00019808517662594916
0,1380.0,400.0,2,25,工,0,0.0
0,1420.0,400.0,2,26,作,0,0.0
0,1460.0,400.0,2,27,。,0,0.0
0,380.0,464.0,3,0,  ,0,0.0
0,420.0,464.0,3,1,  ,0,0.0
0,460.0,464.0,3,2,据,0,0.0
0,500.0,464.0,3,3,现,0,0.0
0,540.0,464.0,3,4,场,1,6.602839220864973e-05
0,580.0,464.0,3,5,视,1,6.602839220864973e-05
0,620.0,464.0,3,6,频,2,0.00013205678441729945
0,660.0,464.0,3,7,显,2,0.00013205678441729945
0,700.0,464.0,3,8,示,0,0.0
0,740.0,464.0,3,9,，,2,0.00013205678441729945
0,780.0,464.0,3,10,整,2,0.00013205678441729945
0,820.0,464.0,3,11,个,2,0.00013205678441729945
0,860.0,464.0,3,12,大,4,0.0002641135688345989
0,900.0,464.0,3,13,楼,5,0.0003301419610432486
0,940.0,464.0,3,14,一,3,0.00019808517662594916
0,980.0,464.0,3,15,侧,4,0.0002641135688345989
0,1020.0,464.0,3,16,有,4,0.0002641135688345989
0,1060.0,464.0,3,17,较,10,0.0006602839220864972
0,1100.0,464.0,3,18,严,2,0.00013205678441729945
0,1140.0,464.0,3,19,重,26,0.0017167381974248926
0,1180.0,464.0,3,20,的,8,0.0005282271376691978
0,1220.0,464.0,3,21,明,17,0.0011224826675470452
0,1260.0,464.0,3,22,火,1,6.602839220864973e-05
0,1300.0,464.0,3,23,燃,1,6.602839220864973e-05
0,1340.0,464.0,3,24,烧,2,0.00013205678441729945
0,1380.0,464.0,3,25,，,2,0.00013205678441729945
0,1420.0,464.0,3,26,现,6,0.0003961703532518983
0,1460.0,464.0,3,27,场,0,0.0
0,1500.0,464.0,3,28,黑,0,0.0
0,1540.0,464.0,3,29,烟,0,0.0
0,380.0,528.0,4,0,滚,0,0.0
0,420.0,528.0,4,1,滚,3,0.00019808517662594916
0,460.0,528.0,4,2,，,5,0.0003301419610432486
0,500.0,528.0,4,3,路,0,0.0
0,540.0,528.0,4,4,上,4,0.0002641135688345989
0,580.0,528.0,4,5,停,13,0.0008583690987124463
0,620.0,528.0,4,6,有,1,6.602839220864973e-05
0,660.0,528.0,4,7,多,1,6.602839220864973e-05
0,700.0,528.0,4,8,辆,1,6.602839220864973e-05
0,740.0,528.0,4,9,消,0,0.0
0,780.0,528.0,4,10,防,0,0.0
0,820.0,528.0,4,11,救,0,0.0
0,860.0,528.0,4,12,援,0,0.0
0,900.0,528.0,4,13,车,0,0.0
0,940.0,528.0,4,14,辆,0,0.0
0,980.0,528.0,4,15,。,0,0.0
0,380.0,592.0,5,0,  ,0,0.0
0,420.0,592.0,5,1,  ,0,0.0
0,460.0,592.0,5,2,工,3,0.00019808517662594916
0,500.0,592.0,5,3,作,0,0.0
0,540.0,592.0,5,4,人,4,0.0002641135688345989
0,580.0,592.0,5,5,员,3,0.00019808517662594916
0,620.0,592.0,5,6,表,0,0.0
0,660.0,592.0,5,7,示,1,6.602839220864973e-05
0,700.0,592.0,5,8,如,2,0.00013205678441729945
0,740.0,592.0,5,9,果,8,0.0005282271376691978
0,780.0,592.0,5,10,有,2,0.00013205678441729945
0,820.0,592.0,5,11,新,0,0.0
0,860.0,592.0,5,12,进,1,6.602839220864973e-05
0,900.0,592.0,5,13,展,1,6.602839220864973e-05
0,940.0,592.0,5,14,会,5,0.0003301419610432486
